LP,KRS,NIP,Name,Voivodeship,County,Municipality,City
7982,0000553120,7010478244,FUNDACJA SIĘGNIJ NIEBA,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7983,0000553238,6070081627,"FUNDACJA ""UKRYTE MARZENIA""",WIELKOPOLSKIE,CHODZIESKI,CHODZIEŻ,CHODZIEŻ
7984,0000553404,6912509417,DOLNOŚLĄSKA FUNDACJA ALZHEIMEROWSKA,DOLNOŚLĄSKIE,LEGNICA,LEGNICA,LEGNICA
7985,0000553684,5432182453,FUNDACJA OCHRONY DZIEDZICTWA ZIEMI BIELSKIEJ,PODLASKIE,BIELSKI,BIELSK PODLASKI,BIELSK PODLASKI
7986,0000553785,6711817402,"FUNDACJA ""NA PRZEKÓR PRZECIWNOŚCIOM""",ZACHODNIOPOMORSKIE,KOŁOBRZESKI,KOŁOBRZEG,KOŁOBRZEG
7987,0000553887,5842741171,"GDAŃSKA FUNDACJA KORCZAKA ""KOCHAJ I DAWAJ PRZYKŁAD""",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
7988,0000553965,6881300336,"FUNDACJA ""NA FALI""",PODKARPACKIE,LESKI,SOLINA,POLAŃCZYK
7989,0000554448,6342839677,SILESIA HOMINIBUS,ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE
7990,0000554472,7393874394,FUNDACJA ZAWSZE BLISKO,WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN
7991,0000554500,5922264046,STOWARZYSZENIE INICJATYW LOKALNYCH W GMINIE KALISKA,POMORSKIE,STAROGARDZKI,KALISKA,KALISKA
7992,0000554510,9492201162,CZĘSTOCHOWSKIE HOSPICJUM DLA DZIECI,ŚLĄSKIE,CZĘSTOCHOWA,CZĘSTOCHOWA,CZĘSTOCHOWA
7993,0000554511,5242781506,STOWARZYSZENIE DIALOGU ISLAMSKIEGO,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
7994,0000554899,8133703644,"""FUNDACJA PRO ALIA""",PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
7995,0000554921,5892017595,STOWARZYSZENIE DLA BOROWA,POMORSKIE,KARTUSKI,KARTUZY,BOROWO
7996,0000555308,8862987020,"FUNDACJA ""PODARUJ LEPSZY LOS""",DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,WAŁBRZYCH
7997,0000555751,8172177438,"STOWARZYSZENIE DLA NIEPEŁNOSPRAWNYCH ""OTWÓRZMY PRZED NIMI ŚWIAT""",PODKARPACKIE,MIELECKI,MIELEC,MIELEC
7998,0000555779,8961542918,"FUNDACJA NA RZECZ OCHRONY INTERESÓW DZIECI Z WADAMI GENETYCZNYMI, CHOROBAMI RZADKIMI, WRODZONYMI WADAMI ROZWOJOWYMI ""MASZ PRAWO""",DOLNOŚLĄSKIE,WROCŁAWSKI,CZERNICA,NADOLICE WIELKIE
7999,0000555883,9512392054,FUNDACJA HIPOTERAPII RODZINNEJ PAŃCZAK,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8000,0000555947,9452184262,"FUNDACJA ""AUTYZM UP""",MAŁOPOLSKIE,KRAKOWSKI,MICHAŁOWICE,ZDZIĘSŁAWICE
8001,0000555955,9731021702,"STOWARZYSZENIE AKTYWIZACJI SPOŁECZNEJ MŁODZIEŻY "" MŁODZI POTRAFIĄ""",LUBUSKIE,ZIELONOGÓRSKI,ŚWIDNICA,BUCHAŁÓW
8002,0000556430,7432028227,"STOWARZYSZENIE ""DOLINA RÓŻ""",WARMIŃSKO-MAZURSKIE,BARTOSZYCKI,BARTOSZYCE,BARTOSZYCE
8003,0000556581,5842741426,"""SPORTMOVI"" FUNDACJA WSPIERANIA I ROZWOJU AKTYWNOŚCI FIZYCZNEJ",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
8004,0000556651,9662097374,"FUNDACJA ""SUKURS""",PODLASKIE,BIAŁOSTOCKI,SUPRAŚL,GRABÓWKA
8005,0000556710,5542929628,FUNDACJA GRAŻYNY I WOJCIECHA RYBKA POMOC I NADZIEJA,KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
8006,0000557412,1132889703,"""FUNDACJA RYCERZE I KSIĘŻNICZKI""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8007,0000557417,7621999162,"STOWARZYSZENIE ""NASZA ZAKOLEJOWA""",MAZOWIECKIE,WYSZKOWSKI,WYSZKÓW,WYSZKÓW
8008,0000557500,8181718980,"""STOWARZYSZENIE POMOCY DZIECIOM I RODZINIE - NIE BĄDŹ OBOJĘTNY""",PODKARPACKIE,ROPCZYCKO-SĘDZISZOWSKI,ROPCZYCE,ROPCZYCE
8009,0000557523,6263018176,STOWARZYSZENIE BYTOMSKE MAKI,ŚLĄSKIE,BYTOM,BYTOM,BYTOM
8010,0000557953,8491587696,"PODWODNIK SZKOŁA RATOWNICTWA, SPORTÓW WODNYCH I OBRONNYCH",WARMIŃSKO-MAZURSKIE,PISKI,ORZYSZ,STRZELNIKI
8011,0000558109,9452184569,FUNDACJA PO PIERWSZE CZŁOWIEK,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
8012,0000558147,8421772359,"FUNDACJA SZPITALA POWIATU BYTOWSKIEGO SP. Z O.O. W BYTOWIE ""ZDROWIE NASZE""",POMORSKIE,BYTOWSKI,BYTÓW,BYTÓW
8013,0000558561,5811959437,POWIŚLAŃSKIE STOWARZYSZENIE STWARDNIENIA ROZSIANEGO SIŁA JEST W NAS,POMORSKIE,KWIDZYŃSKI,KWIDZYN,KWIDZYN
8014,0000558701,7792431296,"STOWARZYSZENIE NA RZECZ DZIECI Z DYSFUNKCJAMI NEUROROZWOJOWYMI ""INTUICJA""",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8015,0000558853,5252619718,FUNDACJA KATALYST EDUCATION,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8016,0000559099,5632426948,FUNDACJA PO PROSTU POMAGAM,LUBELSKIE,ŚWIDNICKI,ŚWIDNIK,ŚWIDNIK
8017,0000559312,5242780470,FUNDACJA MAM TĘ MOC,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8018,0000559333,8431613591,FUNDACJA OCHRONY ZWIERZĄT VET-ALERT,POMORSKIE,CZŁUCHOWSKI,CZARNE,KRZEMIENIEWO
8019,0000559473,8992767848,"""FUNDACJA KOBIETA Z BRZUSZKIEM""",POMORSKIE,TCZEWSKI,TCZEW,TCZEW
8020,0000559588,7543093570,"""BLUESOPOLE""",OPOLSKIE,OPOLE,OPOLE,OPOLE
8021,0000559634,5521713863,BABIOGÓRSKIE CENTRUM SPORTU W ZAWOI,MAŁOPOLSKIE,SUSKI,ZAWOJA,ZAWOJA
8022,0000559734,6842640631,RYCERSKIE I SZPITALNE BRACTWO ŚW.ŁAZARZA Z JEROZOLIMY - STOWARZYSZENIE KATOLICKIE,PODKARPACKIE,PRZEMYŚL,PRZEMYŚL,PRZEMYŚL
8023,0000559741,6060094539,"FUNDACJA ""JA NIE MOGĘ CZEKAĆ""",WIELKOPOLSKIE,OBORNICKI,OBORNIKI,OBORNIKI
8024,0000559814,6631870587,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ GMINNY BLIŻYN,ŚWIĘTOKRZYSKIE,SKARŻYSKI,BLIŻYN,BLIŻYN
8025,0000559959,5532518444,"STOWARZYSZENIE ""KOLEJ BESKIDZKA""",ŚLĄSKIE,ŻYWIECKI,ŻYWIEC,ŻYWIEC
8026,0000560062,9662097724,FUNDACJA NOWA WOLA,PODLASKIE,BIAŁOSTOCKI,MICHAŁOWO,NOWA WOLA
8027,0000560070,7881998461,"FUNDACJA OCHRONA ZDROWIA, OPIEKA I TROSKA",WIELKOPOLSKIE,NOWOTOMYSKI,ZBĄSZYŃ,ZBĄSZYŃ
8028,0000560085,1132890853,FUNDACJA AVE MIŁOŚĆ,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8029,0000560103,7412129557,STOWARZYSZENIE STRAŻ OCHRONY PRZYRODY I PRAW ZWIERZĄT,WARMIŃSKO-MAZURSKIE,OSTRÓDZKI,DĄBRÓWNO,DĄBRÓWNO
8030,0000560192,7822585823,"FUNDACJA ""RAZEM NA SZLAKU""",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8031,0000560331,1132890971,FUNDACJA KOTY Z GROCHOWA - NA RZECZ KOTÓW W POTRZEBIE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8032,0000560436,9112010913,"FUNDACJA NA RZECZ RODZIN I OSÓB Z ZESPOŁEM ŁAMLIWEGO CHROMOSOMU X, Z NIEPEŁNOSPRAWNOŚCIĄ INTELEKTUALNĄ I ZE SPEKTRUM AUTYZMU ""RODZINA FRA X""",DOLNOŚLĄSKIE,OLEŚNICKI,MIĘDZYBÓRZ,MIĘDZYBÓRZ
8033,0000560496,7831727174,"STOWARZYSZENIE WSPIERANIA SZTUKI, EDUKACJI I TERAPII ARTEFAKT",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8034,0000560508,1251633418,"""FUNDACJA NOWA ZIELONKA""",MAZOWIECKIE,WOŁOMIŃSKI,ZIELONKA,ZIELONKA
8035,0000560523,8842754979,STOWARZYSZENIE FIGHTER KACZMAREK GRODOWSKI,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,ŚWIDNICA
8036,0000560556,7792431698,STOWARZYSZENIE JAZZ POZNAŃ,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8037,0000561344,6692396045,POLSKA FEDERACJA PODNOSZENIA CIĘŻARÓW MASTERS,ŁÓDZKIE,ZGIERSKI,ALEKSANDRÓW ŁÓDZKI,ALEKSANDRÓW ŁÓDZKI
8038,0000561741,7962968263,"STOWARZYSZENIE ""EMIGRANT POLSKI""",MAZOWIECKIE,RADOM,RADOM,RADOM
8039,0000561881,6762489379,FUNDACJA EDUKACJI POLONIJNEJ,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
8040,0000562082,5252621649,FUNDACJA KRZEWIENIA KULTURY FIZYCZNEJ NON IRON,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8041,0000562135,6452543251,"STOWARZYSZENIE POMOCY BEZDOMNYM ZWIERZĘTOM ""KOCIMIĘTKA""",ŚLĄSKIE,TARNOGÓRSKI,TARNOWSKIE GÓRY,TARNOWSKIE GÓRY
8042,0000562366,7712881621,"STOWARZYSZENIE ""21""",ŁÓDZKIE,PIOTRKÓW TRYBUNALSKI,PIOTRKÓW TRYBUNALSKI,PIOTRKÓW TRYBUNALSKI
8043,0000562487,8262192186,"FUNDACJA ""TĘTNIĄCE ŻYCIEM""",MAZOWIECKIE,GARWOLIŃSKI,GARWOLIN,GARWOLIN
8044,0000562886,7861701506,"STOWARZYSZENIE RODZICÓW I NAUCZYCIELI POWIATU ŚREDZKIEGO ""EDU-XXI""",WIELKOPOLSKIE,ŚREDZKI,ŚRODA WIELKOPOLSKA,ŚRODA WIELKOPOLSKA
8045,0000562889,5130241041,"STOWARZYSZENIE PRZYJACIÓŁ OŚWIATY W RZĄSCE ""NA 6+""",MAŁOPOLSKIE,KRAKOWSKI,ZABIERZÓW,RZĄSKA
8046,0000562894,6912510521,"STOWARZYSZENIE TWÓRCÓW KULTURY ""SPROJECT""",DOLNOŚLĄSKIE,ZGORZELECKI,SULIKÓW,RADZIMÓW DOLNY
8047,0000563005,5833180750,FUNDACJA ORLEN DLA POMORZA,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
8048,0000563036,5542930330,STOWARZYSZENIE JESIEŃ,KUJAWSKO-POMORSKIE,BYDGOSKI,KORONOWO,NOWY JASINIEC
8049,0000563071,9552372862,"STOWARZYSZENIE ""MOTOCYKLIŚCI DLA DZIECI""",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN
8050,0000563413,5833180916,FUNDACJA MAMMA MIA,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
8051,0000563593,8133705608,PODKARPACKIE CENTRUM HIPOTERAPII,PODKARPACKIE,RZESZOWSKI,BŁAŻOWA,BŁAŻOWA
8052,0000563611,5961749003,FUNDACJA RAMONA,LUBUSKIE,MIĘDZYRZECKI,TRZCIEL,TRZCIEL
8053,0000563924,7010494711,FUNDACJA WSPIERANIA INTEGRACJI WIETNAMCZYKÓW W POLSCE,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8054,0000564135,6312658244,"""STOWARZYSZENIE BJJ FACTORY""",ŚLĄSKIE,GLIWICE,GLIWICE,GLIWICE
8055,0000564363,8822121900,POKOLORUJMY SZAROŚĆ,DOLNOŚLĄSKIE,DZIERŻONIOWSKI,DZIERŻONIÓW,DOBROCIN
8056,0000564475,9261673441,"STOWARZYSZENIE STRZELECKO-OBRONNE, GUBIŃSKI KLUB SPORTOWY ""PIONIER""",LUBUSKIE,KROŚNIEŃSKI,GUBIN,GUBIN
8057,0000564513,5170370388,"FUNDACJA WSPARCIA OSÓB ZAGROŻONYCH WYKLUCZENIEM SPOŁECZNYM ""ASYK""",PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
8058,0000564579,5213700310,"""FUNDACJA ANIOŁÓW MIŁOSIERDZIA""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8059,0000564708,8992769511,FUNDACJA SENSORIA,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
8060,0000564782,8792678927,STOWARZYSZENIE NASZE SILNO,KUJAWSKO-POMORSKIE,TORUŃSKI,OBROWO,SILNO
8061,0000564823,7123297805,"FUNDACJA ""DOMOWE ZACISZE""",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN
8062,0000565173,6372195977,OLKUSKIE STOWARZYSZENIE PROGRES,MAŁOPOLSKIE,OLKUSKI,OLKUSZ,OLKUSZ
8063,0000565461,8862575458,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ POWIATOWY W WAŁBRZYCHU,DOLNOŚLĄSKIE,WAŁBRZYCH,WAŁBRZYCH,WAŁBRZYCH
8064,0000565776,6423190838,"STOWARZYSZENIE ""POD WIEŻĄ""",ŚLĄSKIE,RYBNIK,RYBNIK,RYBNIK
8065,0000565912,8513185523,"""INTERNATIONAL POLICE ASSOCIATION"" (MIĘDZYNARODOWE STOWARZYSZENIE POLICJI) - SEKCJA POLSKA ZACHODNIOPOMORSKA GRUPA WOJEWÓDZKA IPA W SZCZECINIE",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN
8066,0000565916,5482669973,"STOWARZYSZENIE SZKOŁA NOWEJ EWANGELIZACJI ""ZACHEUSZ""",ŚLĄSKIE,CIESZYŃSKI,CIESZYN,CIESZYN
8067,0000566028,5030078392,FUNDACJA CHOPIN W OGRODZIE SZTUK,KUJAWSKO-POMORSKIE,GOLUBSKO-DOBRZYŃSKI,RADOMIN,SZAFARNIA
8068,0000566042,7521452903,"STOWARZYSZENIE ""ODNOWA WSI ŁADZA""",OPOLSKIE,NAMYSŁOWSKI,POKÓJ,ŁADZA
8069,0000566121,5170370520,FUNDACJA POLACY DLA POLAKÓW,PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW
8070,0000566129,7352863471,FUNDACJA SZCZĘŚLIWE JUTRO,MAŁOPOLSKIE,NOWOTARSKI,CZARNY DUNAJEC,WRÓBLÓWKA
8071,0000566236,6423190933,"STOWARZYSZENIE ""USKRZYDLENI""",ŚLĄSKIE,RYBNIK,RYBNIK,RYBNIK
8072,0000566383,7372206138,STOWARZYSZENIE PARAFIALNA ORKIESTRA DĘTA W LASKOWEJ,MAŁOPOLSKIE,LIMANOWSKI,LASKOWA,LASKOWA
8073,0000566492,5811959673,FUNDACJA SMYK,POMORSKIE,KWIDZYŃSKI,KWIDZYN,KWIDZYN
8074,0000566879,5842742851,"""ZDEJMIJ KLĄTWĘ. POLSKA FUNDACJA CCHS""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8075,0000566902,6351831267,OŚRODEK DLA OSÓB NIEPEŁNOSPRAWNYCH MIŁOSIERDZIE BOŻE W MIKOŁOWIE - BOROWEJ WSI,ŚLĄSKIE,MIKOŁOWSKI,MIKOŁÓW,MIKOŁÓW
8076,0000567013,5272740481,"STOWARZYSZENIE ""WIERNI TRADYCJI POKOLEŃ""",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8077,0000567148,4970082087,"STOWARZYSZENIE POMOCY OSOBOM Z AUTYZMEM I ZESPOŁEM ASPERGERA ""BLIŻEJ AUTYZMU""",LUBUSKIE,WSCHOWSKI,WSCHOWA,WSCHOWA
8078,0000567698,5252624493,FUNDACJA POLSKA LIGA WALKI Z RAKIEM,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8079,0000567719,7543095770,FUNDACJA EXCALIBUR,OPOLSKIE,OPOLE,OPOLE,OPOLE
8080,0000567906,6951522764,"JAWORSKIE STOWARZYSZENIE CHARYTATYWNE ""DAMY RADĘ""",DOLNOŚLĄSKIE,JAWORSKI,JAWOR,JAWOR
8081,0000567978,9282082225,"STOWARZYSZENIE ""DLA PRZYSZŁOŚCI""",LUBUSKIE,ŻARSKI,ŻARY,ŻARY
8082,0000568226,6793114189,FUNDACJA POKOLEŃ,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
8083,0000568617,6681971652,KROK ZA KROKIEM,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8084,0000568706,7743224137,TOWARZYSTWO PRZYJACIÓŁ DZIECI ODDZIAŁ MIEJSKO-POWIATOWY W PŁOCKU,MAZOWIECKIE,PŁOCK,PŁOCK,PŁOCK
8085,0000568777,5581863112,"STOWARZYSZENIE ""RAZEM DLA ANIELIN""",KUJAWSKO-POMORSKIE,NAKIELSKI,SADKI,ANIELINY
8086,0000569289,8451986059,FUNDACJA POMOCY SPOŁECZNEJ - NASZ DOM WĘGORZEWO,WARMIŃSKO-MAZURSKIE,WĘGORZEWSKI,WĘGORZEWO,WĘGORZEWO
8087,0000569616,8581853894,STOWARZYSZENIE OCHRONY NATURY I KRAJOBRAZU,ZACHODNIOPOMORSKIE,GRYFIŃSKI,MORYŃ,WITNICZKA
8088,0000569739,7412129770,STOWARZYSZENIE KRAINA DRWĘCY I PASŁĘKI,WARMIŃSKO-MAZURSKIE,OSTRÓDZKI,ŁUKTA,ŁUKTA
8089,0000570261,9581670007,"STOWARZYSZENIE ""POD WSPÓLNYM NIEBEM""",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
8090,0000570356,5451815540,"STOWARZYSZENIE NA RZECZ WSPIERANIA OSÓB NIEPEŁNOSPRAWNYCH ""POD SKRZYDŁAMI""",PODLASKIE,SOKÓLSKI,SOKÓŁKA,SOKÓŁKA
8091,0000570401,6423191217,"""JESTEM GŁOSEM TYCH, CO NIE MÓWIĄ""",ŚLĄSKIE,RYBNIK,RYBNIK,RYBNIK
8092,0000570683,7393877470,FUNDACJA RAK PROSTATY,WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN
8093,0000570948,8971812124,FUNDACJA STUDIO WSCHÓD,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
8094,0000571101,5242783439,FUNDACJA DZIECIOM.TV,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8095,0000571870,7831730029,FUNDACJA DZIĘKI TOBIE,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8096,0000571936,5842743483,STOWARZYSZENIE PRAKTYKÓW PROFILAKTYKI SPOŁECZNEJ,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
8097,0000572036,8551585437,ANIMALS PRZYSTAŃ ŚWINOUJŚCIE,ZACHODNIOPOMORSKIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE,ŚWINOUJŚCIE
8098,0000572359,6793115295,FUNDACJA RODZINA PLUS,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
8099,0000572541,7162817367,"FUNDACJA WSPIERANIA ROZWOJU ""KROK PO KROKU""",LUBELSKIE,PUŁAWSKI,PUŁAWY,PUŁAWY
8100,0000572545,7393878073,"""FUNDACJA BŁĘKITNE OKNA DLA DZIECI Z AUTYZMEM I ZESPOŁEM ASPERGERA""",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN
8101,0000572944,5842743655,FUNDACJA METAPOMOC,POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK
8102,0000573497,5060113466,"""HOSPICJUM - RAZEM MOŻEMY WIĘCEJ""",LUBELSKIE,RYCKI,DĘBLIN,DĘBLIN
8103,0000573711,5783118044,FUNDACJA OŚRODEK JELONKI,WARMIŃSKO-MAZURSKIE,ELBLĄSKI,MŁYNARY,NOWE MONASTERZYSKO
8104,0000573748,7010505805,FUNDACJA DAJ HERBATĘ,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8105,0000573891,7361720452,FUNDACJA HONOR POMAGANIA DZIECIOM,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8106,0000574203,6572919374,"FUNDACJA ""FABRYKI MARZEŃ""",ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE
8107,0000574354,9512397583,"""ERBUD - WSPÓLNE WYZWANIA"" FUNDACJA IM. ERYKA GRZESZCZAKA",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8108,0000574387,5862299809,"STOWARZYSZENIE ""GDYŃSKA AKADEMIA KOSZYKÓWKI""",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
8109,0000574409,9581670438,"STOWARZYSZENIE ""KLUB STRZELAJĄCYCH INACZEJ KSI""",POMORSKIE,GDYNIA,GDYNIA,GDYNIA
8110,0000574797,8371817337,FUNDACJA NA RZECZ OCHRONY PRAW ZWIERZĄT KUNDELEK,MAZOWIECKIE,SOCHACZEWSKI,IŁÓW,IŁÓW
8111,0000574871,8842757156,KLUB SZACHOWY GAMBIT MDK ŚWIDNICA,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,ŚWIDNICA
8112,0000574875,9462654717,FUNDACJA HUSARSKA,LUBELSKIE,ŁUKOWSKI,KRZYWDA,WOLA OKRZEJSKA
8113,0000574957,8722411739,RADOSNY UŚMIECH DZIECKA,PODKARPACKIE,DĘBICKI,DĘBICA,DĘBICA
8114,0000574991,5993177426,GORZÓW DLA SENIORÓW,LUBUSKIE,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI,GORZÓW WIELKOPOLSKI
8115,0000575587,8871812509,"""FUNDACJA DOBROCZYNNA IM. ŚW. JANA PAWŁA II""",DOLNOŚLĄSKIE,ZĄBKOWICKI,ZĄBKOWICE ŚLĄSKIE,ZĄBKOWICE ŚLĄSKIE
8116,0000575737,8982214088,"FUNDACJA NA RZECZ ROZWOJU MŁODZIEŻY ""MŁODZI MŁODYM""",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
8117,0000576032,9492202701,"STOWARZYSZENIE ""CZĘSTOCHOWA DLA ZWIERZĄT""",ŚLĄSKIE,CZĘSTOCHOWA,CZĘSTOCHOWA,CZĘSTOCHOWA
8118,0000576092,6312658681,STOWARZYSZENIE AKADEMIA SPORTOWA GLIWICE,ŚLĄSKIE,GLIWICE,GLIWICE,GLIWICE
8119,0000576148,1132895804,FUNDACJA VOLTO AMORE,ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE
8120,0000576731,6492303180,"STOWARZYSZENIE NA RZECZ ROZWOJU EDUKACJI ""RAZEM DLA SZKOŁY"" IM. JANA PAWŁA II W ROKITNIE",ŚLĄSKIE,ZAWIERCIAŃSKI,SZCZEKOCINY,ROKITNO
8121,0000576738,1182113100,FUNDACJA AUTISMUS,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8122,0000576770,6751524072,FUNDACJA IM. HELENY I TADEUSZA AUGUSTYN,MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW
8123,0000576940,7773254350,FUNDACJA DWUNASTKA,WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ
8124,0000577017,1132895566,FUNDACJA TOWARZYSTWO WISŁA DLA WIOŚLARZY,MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA
8125,0000577407,5512622670,FUNDACJA DZIEDZICTWO,MAŁOPOLSKIE,WADOWICKI,KALWARIA ZEBRZYDOWSKA,KALWARIA ZEBRZYDOWSKA
8126,0000577416,5140339770,"FUNDACJA NAUKI I EDUKACJI ""LEMAT""",WIELKOPOLSKIE,OSTRZESZOWSKI,OSTRZESZÓW,ROJÓW
8127,0000577481,8943066815,STOWARZYSZENIE WSPARCIE,DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW
8128,0000577643,8822122443,FUNDACJA MAM POMYSŁ,DOLNOŚLĄSKIE,ŚWIDNICKI,ŚWIDNICA,ŚWIDNICA
8129,0000577826,6612372049,"FUNDACJA PRZYJACIÓŁ WYCHOWANIA CHRZEŚCIJAŃSKIEGO ""FELIKS""",ŚWIĘTOKRZYSKIE,OSTROWIECKI,OSTROWIEC ŚWIĘTOKRZYSKI,OSTROWIEC ŚWIĘTOKRZYSKI
8130,0000577849,5542932033,"TOWARZYSTWO PRZYRODNICZE ""KAWKA""",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ
8131,0000578387,7712606731,TOWARZYSTWO OPIEKI NAD ZWIERZĘTAMI W POLSCE ODDZIAŁ W PIOTRKOWIE TRYBUNALSKIM,ŁÓDZKIE,PIOTRKÓW TRYBUNALSKI,PIOTRKÓW TRYBUNALSKI,PIOTRKÓW TRYBUNALSKI
8132,0000578402,6972318046,"STOWARZYSZENIE NA RZECZ OSÓB NIEPEŁNOSPRAWNYCH ""NASZ DOM - NASZ ŚWIAT""",WIELKOPOLSKIE,LESZNO,LESZNO,LESZNO
8133,0000578494,6152047832,"BOGATYŃSKIE STOWARZYSZENIE DIABETYKÓW ""INSULINKA""",DOLNOŚLĄSKIE,ZGORZELECKI,BOGATYNIA,BOGATYNIA
8134,0000578614,6722082045,FUNDACJA GREEN EUROPE,ZACHODNIOPOMORSKIE,BIAŁOGARDZKI,BIAŁOGARD,BIAŁOGARD
8135,0000579180,5372631656,FUNDACJA LOKALNEJ AKTYWNOŚCI SPOŁECZNEJ,LUBELSKIE,BIALSKI,BIAŁA PODLASKA,RAKOWISKA
8136,0000579390,8252167117,KLUB BIEGACZA V-MAX ADAMÓW,LUBELSKIE,ŁUKOWSKI,ADAMÓW,ADAMÓW
8137,0000579546,8151797704,"UCZNIOWSKI KLUB JEŹDZIECKI ""PROMYK""",PODKARPACKIE,ŁAŃCUCKI,ŁAŃCUT,ALBIGOWA
8138,0000579597,8652562171,STOWARZYSZENIE KULTURALNE PROSCENIUM,PODKARPACKIE,STALOWOWOLSKI,STALOWA WOLA,STALOWA WOLA
8139,0000579694,7543099153,FUNDACJA ŁAWKA,OPOLSKIE,OPOLE,OPOLE,OPOLE
8140,0000579886,5732856660,FUNDACJA DZIECI WUJA TOMA,ŚLĄSKIE,CZĘSTOCHOWSKI,KONOPISKA,ALEKSANDRIA DRUGA
